name,fgm,fga,fg_pct,pts,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,min,season,player_id,pos,team,date,game_id,plus_minus,dd2,start
J. Reaves,2,4,0.5,4,0,1,0.0,0,0,0.0,0,1,1,3,0,0,0,0,2,0,13.633333333333333,2019-20,1629729,Guard,DAL,20200810,21901293,9,0,False
R. Tucker,4,7,0.571,17,1,3,0.333,8,9,0.889,0,3,3,1,1,0,1,1,0,9,28.316666666666663,2019-20,1629730,Guard,UTA,20200810,21901293,-7,0,False
A. Iguodala,0,4,0.0,0,0,3,0.0,0,0,0.0,0,2,2,2,2,1,2,0,1,0,19.453333333333333,2019-20,2738,Guard,MIA,20200810,21901295,4,0,False
G. Dragic,5,16,0.313,11,1,6,0.167,0,1,0.0,1,5,6,9,2,1,0,0,5,2,30.01,2019-20,201609,Guard,MIA,20200810,21901295,22,0,True
J. Butler,5,13,0.385,19,0,2,0.0,9,11,0.818,3,8,11,5,2,4,1,1,2,8,28.815,2019-20,202710,Forward,MIA,20200810,21901295,17,1,True
J. Crowder,5,8,0.625,14,4,6,0.667,0,0,0.0,2,6,8,4,3,2,1,1,0,0,28.605,2019-20,203109,Forward,MIA,20200810,21901295,16,0,True
J. Holiday,2,8,0.25,7,1,7,0.143,2,2,1.0,0,2,2,0,0,1,0,0,2,2,18.151666666666667,2019-20,203200,Forward,IND,20200810,21901295,-5,0,False
K. Olynyk,3,11,0.273,8,0,5,0.0,2,3,0.667,1,6,7,3,0,1,0,1,4,4,29.116666666666667,2019-20,203482,Forward,MIA,20200810,21901295,0,0,False
V. Oladipo,4,9,0.444,14,3,5,0.6,3,3,1.0,0,5,5,1,4,1,0,1,0,3,28.3,2019-20,203506,Guard,IND,20200810,21901295,-18,0,True
D. McDermott,4,11,0.364,9,1,5,0.2,0,0,0.0,1,4,5,1,0,0,0,2,0,1,21.901666666666667,2019-20,203926,Forward,IND,20200810,21901295,-11,0,False
T. Warren,5,14,0.357,12,2,6,0.333,0,0,0.0,1,4,5,0,1,0,0,0,4,2,28.54833333333333,2019-20,203933,Forward,IND,20200810,21901295,-11,0,True
J. Sampson,1,2,0.5,4,0,0,0.0,2,2,1.0,0,3,3,1,1,0,1,0,3,1,18.31833333333333,2019-20,203960,Forward,IND,20200810,21901295,-2,0,False
T. McConnell,3,4,0.75,7,0,0,0.0,1,2,0.5,0,2,2,2,3,2,0,0,1,3,13.433333333333334,2019-20,204456,Guard,IND,20200810,21901295,-3,0,False
M. Turner,3,7,0.429,9,1,4,0.25,2,4,0.5,0,7,7,2,3,0,2,1,4,2,24.19833333333333,2019-20,1626167,Center,IND,20200810,21901295,-15,0,True
M. Brogdon,4,12,0.333,12,0,3,0.0,4,5,0.8,2,6,8,6,2,0,0,3,2,3,29.116666666666667,2019-20,1627763,Guard,IND,20200810,21901295,-12,0,True
D. Jones Jr.,9,11,0.818,18,0,0,0.0,0,0,0.0,3,2,5,0,0,1,1,0,1,1,21.28333333333333,2019-20,1627884,Forward,MIA,20200810,21901295,2,0,False
B. Adebayo,4,10,0.4,10,0,0,0.0,2,4,0.5,2,7,9,4,2,0,3,1,0,3,22.30666666666667,2019-20,1628389,Center,MIA,20200810,21901295,16,0,True
E. Sumner,2,4,0.5,5,0,2,0.0,1,5,0.2,0,2,2,5,0,0,0,0,0,2,16.4,2019-20,1628410,Guard,IND,20200810,21901295,-9,0,False
A. Holiday,3,8,0.375,8,1,1,1.0,1,2,0.5,0,1,1,1,2,1,1,0,3,1,29.848333333333333,2019-20,1628988,Guard,IND,20200810,21901295,-17,0,True
A. Johnson,1,3,0.333,3,1,2,0.5,0,0,0.0,2,2,4,1,1,0,0,1,0,0,6.3,2019-20,1628993,Forward,IND,20200810,21901295,-2,0,False
G. Bitadze,1,2,0.5,2,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,5.483333333333333,2019-20,1629048,Center,IND,20200810,21901295,-5,0,False
D. Robinson,5,11,0.455,14,4,10,0.4,0,0,0.0,0,5,5,0,1,0,0,0,3,0,31.55,2019-20,1629130,Forward,MIA,20200810,21901295,24,0,True
G. Vincent,1,3,0.333,3,1,2,0.5,0,0,0.0,0,1,1,0,0,1,0,0,0,0,3.6166666666666663,2019-20,1629216,Guard,MIA,20200810,21901295,1,0,False
T. Herro,7,11,0.636,17,3,6,0.5,0,0,0.0,1,4,5,2,1,0,1,0,4,1,25.24333333333333,2019-20,1629639,Guard,MIA,20200810,21901295,8,0,False
D. Augustin,1,8,0.125,6,0,3,0.0,4,4,1.0,0,1,1,3,2,0,0,0,3,3,21.883333333333333,2019-20,201571,Guard,ORL,20200811,21901297,-5,0,True
L. Thomas,4,5,0.8,12,3,4,0.75,1,1,1.0,1,2,3,1,2,0,0,0,3,1,24.0,2019-20,202498,Forward,BKN,20200811,21901297,4,0,False
N. Vucevic,5,15,0.333,12,2,5,0.4,0,0,0.0,1,9,10,1,2,1,0,1,2,1,20.73333333333333,2019-20,202696,Center,ORL,20200811,21901297,4,1,True
J. Ennis III,3,4,0.75,12,2,2,1.0,4,6,0.667,0,5,5,0,3,1,1,0,4,3,23.216666666666665,2019-20,203516,Forward,ORL,20200811,21901297,-15,0,True
K. Birch,4,7,0.571,12,0,0,0.0,4,4,1.0,4,5,9,2,1,2,0,0,2,2,27.266666666666666,2019-20,203920,Center,ORL,20200811,21901297,-16,0,False
T. Johnson,5,10,0.5,14,2,3,0.667,2,2,1.0,1,2,3,5,0,0,0,1,1,2,21.78333333333333,2019-20,204020,Guard,BKN,20200811,21901297,7,0,True
J. Anderson,1,15,0.067,2,0,12,0.0,0,1,0.0,0,5,5,2,2,0,1,1,3,2,31.3,2019-20,1626147,Forward,BKN,20200811,21901297,9,0,True
T. Luwawu-Cabarrot,8,12,0.667,24,4,8,0.5,4,4,1.0,0,7,7,0,3,1,0,1,0,3,24.0,2019-20,1627789,Guard,BKN,20200811,21901297,8,0,True
M. Fultz,7,18,0.389,18,1,4,0.25,3,3,1.0,2,3,5,2,3,2,0,1,2,3,22.466666666666665,2019-20,1628365,Guard,ORL,20200811,21901297,-8,0,False
W. Iwundu,5,11,0.455,18,2,3,0.667,6,8,0.75,0,5,5,3,2,0,0,1,5,4,30.15,2019-20,1628411,Forward,ORL,20200811,21901297,-6,0,True
M. Frazier Jr.,2,4,0.5,4,0,1,0.0,0,0,0.0,1,0,1,0,0,1,0,0,1,0,27.066666666666663,2019-20,1628982,Guard,ORL,20200811,21901297,-8,0,False
D. Musa,5,15,0.333,17,2,7,0.286,5,8,0.625,1,5,6,6,4,1,0,0,2,7,35.266666666666666,2019-20,1629058,Guard,BKN,20200811,21901297,15,0,False
R. Kurucs,1,4,0.25,2,0,2,0.0,0,0,0.0,1,8,9,0,0,1,1,0,2,1,24.73333333333333,2019-20,1629066,Forward,BKN,20200811,21901297,2,0,True
G. Clark,1,2,0.5,2,0,1,0.0,0,0,0.0,1,1,2,0,1,0,2,0,1,0,23.216666666666665,2019-20,1629109,Forward,ORL,20200811,21901297,-15,0,True
B. Johnson,2,8,0.25,8,0,1,0.0,4,4,1.0,2,5,7,1,2,1,0,0,1,3,19.216666666666665,2019-20,1629168,Forward,ORL,20200811,21901297,6,0,False
C. Chiozza,1,6,0.167,3,1,3,0.333,0,0,0.0,1,2,3,5,0,4,0,0,2,0,21.48333333333333,2019-20,1629185,Guard,BKN,20200811,21901297,13,0,True
V. Law,2,6,0.333,4,0,3,0.0,0,0,0.0,1,3,4,1,1,1,0,1,3,1,24.78333333333333,2019-20,1629724,Forward,ORL,20200811,21901297,3,0,False
J. Martin,8,15,0.533,24,1,4,0.25,7,8,0.875,0,2,2,6,1,1,0,0,2,8,26.933333333333334,2019-20,1629725,Guard,BKN,20200811,21901297,-1,0,False
D. Hall,5,7,0.714,10,0,0,0.0,0,0,0.0,3,6,9,1,1,1,2,0,5,0,30.5,2019-20,1629743,Center,BKN,20200811,21901297,3,0,False
R. Gay,5,11,0.455,13,3,6,0.5,0,0,0.0,0,5,5,1,0,1,0,1,3,0,18.12333333333333,2019-20,200752,Forward,SAS,20200811,21901298,15,0,False
P. Tucker,1,5,0.2,3,1,5,0.2,0,0,0.0,1,0,1,1,1,1,0,0,2,0,26.58333333333333,2019-20,200782,Forward,HOU,20200811,21901298,-11,0,True
J. Green,6,9,0.667,17,1,4,0.25,4,4,1.0,0,4,4,2,1,0,0,0,2,3,31.216666666666665,2019-20,201145,Forward,HOU,20200811,21901298,-13,0,True
M. Belinelli,5,11,0.455,13,3,5,0.6,0,0,0.0,2,2,4,1,1,1,0,1,1,0,21.45,2019-20,201158,Guard,SAS,20200811,21901298,9,0,False
R. Westbrook,8,17,0.471,20,2,4,0.5,2,2,1.0,0,5,5,6,7,1,0,1,1,2,27.5,2019-20,201566,Guard,HOU,20200811,21901298,-15,0,True
L. Mbah a Moute,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,6.083333333333333,2019-20,201601,Forward,HOU,20200811,21901298,9,0,False
D. DeRozan,9,13,0.692,23,0,0,0.0,5,6,0.833,0,6,6,4,0,2,1,0,1,5,28.23333333333333,2019-20,201942,Guard,SAS,20200811,21901298,19,0,True
D. Carroll,2,5,0.4,6,0,1,0.0,2,2,1.0,1,0,1,3,0,2,1,1,0,2,21.416666666666668,2019-20,201960,Forward,HOU,20200811,21901298,-7,0,False
A. Rivers,5,12,0.417,13,1,4,0.25,2,2,1.0,0,6,6,1,2,1,0,1,2,1,29.35,2019-20,203085,Guard,HOU,20200811,21901298,-29,0,False
B. McLemore,6,16,0.375,16,4,12,0.333,0,0,0.0,0,3,3,1,1,0,0,1,5,1,27.1,2019-20,203463,Guard,HOU,20200811,21901298,-17,0,True
R. Covington,2,9,0.222,6,0,6,0.0,2,3,0.667,2,7,9,3,3,4,2,0,3,3,29.116666666666667,2019-20,203496,Forward,HOU,20200811,21901298,-7,0,True
B. Caboclo,2,3,0.667,5,1,1,1.0,0,0,0.0,0,1,1,0,0,1,0,0,2,0,6.083333333333333,2019-20,203998,Forward,HOU,20200811,21901298,9,0,False
M. Frazier II,1,5,0.2,6,1,4,0.25,3,4,0.75,0,4,4,0,2,0,0,1,0,2,19.6,2019-20,1626187,Guard,HOU,20200811,21901298,-5,0,False
D. Murray,5,10,0.5,11,1,3,0.333,0,0,0.0,0,2,2,7,3,2,0,0,2,0,29.266666666666666,2019-20,1627749,Guard,SAS,20200811,21901298,15,0,True
J. Poeltl,6,7,0.857,14,0,0,0.0,2,3,0.667,3,9,12,1,1,1,1,0,2,3,27.66,2019-20,1627751,Center,SAS,20200811,21901298,25,1,True
D. White,2,9,0.222,7,1,8,0.125,2,2,1.0,0,2,2,6,3,0,0,0,2,3,25.666666666666668,2019-20,1628401,Guard,SAS,20200811,21901298,2,0,True
C. Metu,1,1,1.0,2,0,0,0.0,0,0,0.0,0,1,1,0,3,1,1,0,1,0,6.083333333333333,2019-20,1629002,Forward,SAS,20200811,21901298,-9,0,False
L. Walker IV,4,12,0.333,12,2,6,0.333,2,2,1.0,0,7,7,3,5,2,0,0,2,1,29.616666666666667,2019-20,1629022,Guard,SAS,20200811,21901298,11,0,True
D. Eubanks,1,4,0.25,4,0,0,0.0,2,2,1.0,3,4,7,0,2,0,1,1,1,4,14.85,2019-20,1629234,Forward,SAS,20200811,21901298,-4,0,False
C. Clemons,3,8,0.375,13,3,7,0.429,4,4,1.0,0,3,3,1,0,2,0,0,2,6,15.95,2019-20,1629598,Guard,HOU,20200811,21901298,-4,0,False
K. Johnson,8,12,0.667,24,3,3,1.0,5,5,1.0,1,10,11,3,2,0,0,0,1,3,25.616666666666667,2019-20,1629640,Forward,SAS,20200811,21901298,21,1,False
L. Samanic,0,2,0.0,0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,1,0,2,0,4.966666666666667,2019-20,1629677,Forward,SAS,20200811,21901298,-8,0,False
Q. Weatherspoon,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0,2,1,0,0,0,2,0,8.466666666666667,2019-20,1629683,Guard,SAS,20200811,21901298,-6,0,False
R. Rubio,6,11,0.545,16,2,5,0.4,2,2,1.0,0,5,5,10,2,0,1,0,4,2,28.28333333333333,2019-20,201937,Guard,PHX,20200811,21901299,-4,1,True
A. Burks,9,17,0.529,23,2,5,0.4,3,4,0.75,0,2,2,4,0,1,0,1,1,4,27.7,2019-20,202692,Guard,PHI,20200811,21901299,-2,0,True
M. Scott,7,12,0.583,17,3,4,0.75,0,0,0.0,2,2,4,1,1,1,0,0,1,1,22.116666666666667,2019-20,203118,Forward,PHI,20200811,21901299,3,0,True
K. O'Quinn,4,6,0.667,9,0,0,0.0,1,1,1.0,1,9,10,11,1,2,1,1,0,3,32.38333333333333,2019-20,203124,Center,PHI,20200811,21901299,-12,1,True
R. Neto,9,18,0.5,22,3,7,0.429,1,2,0.5,0,2,2,4,2,0,0,0,1,3,25.23333333333333,2019-20,203526,Guard,PHI,20200811,21901299,-11,0,False
N. Pelle,2,4,0.5,4,0,0,0.0,0,0,0.0,3,2,5,1,2,0,2,0,5,1,16.183333333333334,2019-20,203658,Center,PHI,20200811,21901299,-4,0,False
G. Robinson III,5,9,0.556,15,3,6,0.5,2,3,0.667,3,4,7,0,1,0,0,0,2,2,25.416666666666668,2019-20,203922,Forward,PHI,20200811,21901299,-7,0,False
D. Saric,7,9,0.778,18,2,2,1.0,2,2,1.0,3,6,9,4,1,0,0,1,2,2,24.116666666666667,2019-20,203967,Forward,PHX,20200811,21901299,2,0,False
F. Kaminsky,6,8,0.75,13,1,3,0.333,0,0,0.0,1,1,2,0,0,1,0,0,2,0,12.316666666666666,2019-20,1626163,Forward,PHX,20200811,21901299,8,0,False
D. Booker,11,24,0.458,35,2,4,0.5,11,12,0.917,2,7,9,7,2,1,0,1,0,10,40.873333333333335,2019-20,1626164,Guard,PHX,20200811,21901299,14,0,True
C. Payne,3,6,0.5,7,1,2,0.5,0,0,0.0,1,1,2,3,2,0,0,0,5,1,19.426666666666662,2019-20,1626166,Guard,PHX,20200811,21901299,17,0,False
F. Korkmaz,3,11,0.273,12,3,7,0.429,3,4,0.75,0,0,0,0,1,1,0,0,2,3,31.5,2019-20,1627788,Guard,PHI,20200811,21901299,-16,0,False
M. Bridges,8,10,0.8,24,3,5,0.6,5,5,1.0,0,2,2,1,0,2,2,0,1,3,33.45,2019-20,1628969,Forward,PHX,20200811,21901299,7,0,True
J. Carter,1,1,1.0,3,1,1,1.0,0,0,0.0,1,1,2,1,0,0,0,0,2,0,18.78333333333333,2019-20,1628975,Guard,PHX,20200811,21901299,9,0,False
S. Milton,4,12,0.333,8,0,2,0.0,0,0,0.0,1,1,2,7,0,0,0,1,3,1,30.58333333333333,2019-20,1629003,Guard,PHI,20200811,21901299,-7,0,True
D. Ayton,4,10,0.4,8,0,2,0.0,0,0,0.0,3,9,12,2,0,0,0,1,1,2,32.2,2019-20,1629028,Center,PHX,20200811,21901299,5,0,True
C. Johnson,3,10,0.3,6,0,4,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,30.55,2019-20,1629661,Forward,PHX,20200811,21901299,7,0,True
M. Thybulle,3,4,0.75,7,1,2,0.5,0,0,0.0,1,1,2,0,0,0,1,0,5,0,28.883333333333333,2019-20,1629680,Guard,PHI,20200811,21901299,-9,0,True
K. Korver,1,6,0.167,3,1,5,0.2,0,0,0.0,1,6,7,2,0,0,0,1,2,2,24.511666666666667,2019-20,2594,Guard,MIL,20200811,21901303,13,0,True
E. Ilyasova,1,6,0.167,3,1,5,0.2,0,0,0.0,1,3,4,0,0,0,0,0,2,0,21.69833333333333,2019-20,101141,Forward,MIL,20200811,21901303,6,0,False
B. Lopez,9,11,0.818,24,5,5,1.0,1,1,1.0,1,2,3,0,2,0,0,0,2,2,22.936666666666667,2019-20,201572,Center,MIL,20200811,21901303,14,0,True
R. Lopez,3,6,0.5,8,1,1,1.0,1,2,0.5,1,3,4,1,2,0,0,0,3,1,21.411666666666665,2019-20,201577,Center,MIL,20200811,21901303,2,0,False
G. Hill,2,8,0.25,5,1,4,0.25,0,0,0.0,0,2,2,6,1,1,0,0,2,0,22.57,2019-20,201588,Guard,MIL,20200811,21901303,17,0,True
I. Smith,8,15,0.533,19,1,2,0.5,2,2,1.0,0,3,3,5,2,0,0,0,3,2,25.966666666666665,2019-20,202397,Guard,WAS,20200811,21901303,-7,0,False
G. Antetokounmpo,1,3,0.333,12,0,0,0.0,10,12,0.833,2,7,9,1,3,1,0,0,2,8,10.15,2019-20,203507,Forward,MIL,20200811,21901303,12,0,True
T. Antetokounmpo,4,8,0.5,8,0,1,0.0,0,0,0.0,1,3,4,4,0,0,0,0,1,0,18.055,2019-20,203648,Forward,MIL,20200811,21901303,-4,0,False
J. Grant,0,3,0.0,0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,4.333333333333333,2019-20,1626170,Guard,WAS,20200811,21901303,3,0,False
P. Connaughton,3,7,0.429,10,2,4,0.5,2,2,1.0,1,7,8,3,0,1,0,0,0,3,24.05333333333333,2019-20,1626192,Guard,MIL,20200811,21901303,14,0,True
J. Uthoff,1,1,1.0,3,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3.066666666666667,2019-20,1627784,Forward,WAS,20200811,21901303,3,0,False
D. Wilson,4,6,0.667,11,1,3,0.333,2,4,0.5,0,5,5,0,2,0,0,0,4,3,23.433333333333334,2019-20,1628391,Forward,MIL,20200811,21901303,-3,0,False
A. Pasecniks,4,9,0.444,10,0,1,0.0,2,4,0.5,3,3,6,1,1,1,0,0,4,6,20.766666666666666,2019-20,1628394,Center,WAS,20200811,21901303,2,0,False
F. Mason,7,10,0.7,19,1,2,0.5,4,7,0.571,0,5,5,6,1,2,0,0,3,4,21.53,2019-20,1628412,Guard,MIL,20200811,21901303,0,0,False
T. Bryant,5,9,0.556,13,2,3,0.667,1,1,1.0,3,5,8,1,1,0,1,0,1,1,25.933333333333334,2019-20,1628418,Center,WAS,20200811,21901303,-14,0,True
S. Brown,9,16,0.563,23,5,8,0.625,0,0,0.0,1,1,2,2,3,1,0,2,5,0,29.65,2019-20,1628425,Guard,MIL,20200811,21901303,-6,0,False
T. Brown Jr.,3,15,0.2,9,1,4,0.25,2,2,1.0,1,5,6,3,1,0,0,0,2,2,30.203333333333333,2019-20,1628972,Guard,WAS,20200811,21901303,-17,0,True
J. Robinson,4,11,0.364,15,2,6,0.333,5,7,0.714,0,4,4,7,1,0,0,0,1,4,32.80833333333333,2019-20,1629010,Guard,WAS,20200811,21901303,0,0,True
M. Wagner,1,3,0.333,6,0,2,0.0,4,4,1.0,0,3,3,2,0,0,0,0,1,4,20.466666666666665,2019-20,1629021,Forward,WAS,20200811,21901303,-6,0,False
R. Hachimura,6,18,0.333,20,3,9,0.333,5,6,0.833,2,3,5,1,2,0,0,0,4,3,29.216666666666665,2019-20,1629060,Forward,WAS,20200811,21901303,-14,0,True
I. Bonga,5,6,0.833,10,0,1,0.0,0,0,0.0,1,2,3,2,3,1,1,0,3,1,30.18,2019-20,1629067,Guard,WAS,20200811,21901303,-15,0,True
J. Williams,0,0,0.0,1,0,0,0.0,1,2,0.5,1,1,2,0,0,0,0,0,1,1,3.066666666666667,2019-20,1629140,Forward,WAS,20200811,21901303,3,0,False
A. Schofield,2,5,0.4,7,2,5,0.4,1,2,0.5,0,3,3,0,0,0,1,0,3,2,13.991666666666667,2019-20,1629678,Guard,WAS,20200811,21901303,-3,0,False
P. Tucker,1,6,0.167,3,1,4,0.25,0,0,0.0,1,3,4,2,1,0,1,1,2,1,28.183333333333334,2019-20,200782,Forward,HOU,20200812,21901304,9,0,True
J. Green,5,12,0.417,14,0,4,0.0,4,4,1.0,1,2,3,1,1,0,1,1,3,4,30.33333333333333,2019-20,201145,Forward,HOU,20200812,21901304,-16,0,False
E. Gordon,5,15,0.333,13,1,9,0.111,2,2,1.0,1,3,4,0,6,1,0,1,1,4,20.383333333333333,2019-20,201569,Guard,HOU,20200812,21901304,-6,0,True
J. Harden,13,21,0.619,45,7,14,0.5,12,14,0.857,1,16,17,9,6,3,0,1,2,8,35.46666666666667,2019-20,201935,Guard,HOU,20200812,21901304,11,1,True
D. Carroll,0,2,0.0,3,0,2,0.0,3,4,0.75,0,3,3,3,0,1,0,0,2,2,13.233333333333333,2019-20,201960,Forward,HOU,20200812,21901304,-3,0,False
A. Rivers,1,9,0.111,3,1,5,0.2,0,0,0.0,1,8,9,3,3,2,0,1,5,4,31.45,2019-20,203085,Guard,HOU,20200812,21901304,-18,0,False
J. Holiday,6,10,0.6,18,4,8,0.5,2,2,1.0,1,5,6,1,0,2,1,0,2,2,28.633333333333333,2019-20,203200,Forward,IND,20200812,21901304,-2,0,True
B. McLemore,2,9,0.222,7,2,8,0.25,1,2,0.5,0,1,1,0,1,1,2,2,1,1,27.716666666666665,2019-20,203463,Guard,HOU,20200812,21901304,-3,0,True
R. Covington,3,8,0.375,11,3,8,0.375,2,2,1.0,0,7,7,2,2,0,2,0,3,1,35.6,2019-20,203496,Forward,HOU,20200812,21901304,2,0,True
V. Oladipo,7,26,0.269,16,2,12,0.167,0,0,0.0,0,6,6,5,5,1,1,1,4,3,37.03333333333333,2019-20,203506,Guard,IND,20200812,21901304,-7,0,True
D. McDermott,6,7,0.857,16,3,3,1.0,1,1,1.0,0,2,2,4,1,1,1,0,1,0,24.33333333333333,2019-20,203926,Forward,IND,20200812,21901304,18,0,False
J. Sampson,3,3,1.0,9,0,0,0.0,3,3,1.0,0,5,5,0,0,2,0,0,3,2,16.316666666666666,2019-20,203960,Forward,IND,20200812,21901304,-9,0,True
T. McConnell,3,9,0.333,6,0,1,0.0,0,0,0.0,2,5,7,7,2,2,0,1,0,2,22.58833333333333,2019-20,204456,Guard,IND,20200812,21901304,19,0,False
M. Turner,5,14,0.357,18,0,0,0.0,8,10,0.8,7,5,12,2,2,1,1,2,5,7,27.53333333333333,2019-20,1626167,Center,IND,20200812,21901304,-13,1,True
M. Frazier II,1,3,0.333,2,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,12.783333333333331,2019-20,1626187,Guard,HOU,20200812,21901304,-5,0,False
E. Sumner,6,11,0.545,17,2,3,0.667,3,6,0.5,1,3,4,4,1,0,1,1,3,3,24.08333333333333,2019-20,1628410,Guard,IND,20200812,21901304,13,0,False
A. Holiday,1,11,0.091,2,0,3,0.0,0,0,0.0,0,1,1,2,2,1,0,1,3,0,25.411666666666665,2019-20,1628988,Guard,IND,20200812,21901304,-15,0,True
A. Johnson,1,3,0.333,2,0,1,0.0,0,0,0.0,0,8,8,0,0,3,1,0,2,0,17.366666666666667,2019-20,1628993,Forward,IND,20200812,21901304,6,0,False
G. Bitadze,2,6,0.333,4,0,0,0.0,0,0,0.0,1,2,3,0,1,2,1,0,2,1,16.7,2019-20,1629048,Center,IND,20200812,21901304,10,0,False
C. Clemons,1,1,1.0,3,1,1,1.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,4.85,2019-20,1629598,Guard,HOU,20200812,21901304,9,0,False
A. Iguodala,0,4,0.0,0,0,2,0.0,0,0,0.0,0,1,1,0,0,2,1,0,0,0,15.416666666666666,2019-20,2738,Guard,MIA,20200812,21901306,-10,0,False
C. Paul,4,12,0.333,12,0,3,0.0,4,4,1.0,2,5,7,4,3,1,0,0,2,4,23.816666666666663,2019-20,101108,Guard,OKC,20200812,21901306,-6,0,True
D. Gallinari,2,10,0.2,14,0,6,0.0,10,10,1.0,0,2,2,0,1,0,0,1,0,6,21.25,2019-20,201568,Forward,OKC,20200812,21901306,-19,0,True
G. Dragic,7,12,0.583,16,1,4,0.25,1,2,0.5,1,4,5,6,1,2,0,0,3,1,21.93166666666667,2019-20,201609,Guard,MIA,20200812,21901306,6,0,True
J. Butler,2,3,0.667,7,0,0,0.0,3,5,0.6,1,4,5,2,3,2,0,0,1,3,15.833333333333334,2019-20,202710,Forward,MIA,20200812,21901306,13,0,True
M. Leonard,0,4,0.0,0,0,4,0.0,0,0,0.0,1,4,5,2,1,1,0,0,4,0,17.9,2019-20,203086,Forward,MIA,20200812,21901306,-8,0,False
J. Crowder,1,4,0.25,3,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,0,1,1,7.55,2019-20,203109,Forward,MIA,20200812,21901306,6,0,True
N. Noel,1,1,1.0,2,0,0,0.0,0,0,0.0,3,4,7,1,4,0,0,0,3,0,18.031666666666663,2019-20,203457,Center,OKC,20200812,21901306,-4,0,False
A. Roberson,2,3,0.667,6,2,3,0.667,0,0,0.0,1,3,4,1,1,0,0,0,3,0,10.548333333333334,2019-20,203460,Guard,OKC,20200812,21901306,17,0,False
K. Olynyk,4,6,0.667,9,1,3,0.333,0,0,0.0,1,3,4,1,1,0,0,0,3,0,18.716666666666665,2019-20,203482,Forward,MIA,20200812,21901306,5,0,False
M. Muscala,2,5,0.4,6,2,4,0.5,0,0,0.0,1,4,5,1,0,0,0,0,0,1,10.018333333333333,2019-20,203488,Forward,OKC,20200812,21901306,12,0,False
S. Adams,4,7,0.571,8,0,0,0.0,0,2,0.0,2,6,8,0,0,1,0,0,0,2,19.95,2019-20,203500,Center,OKC,20200812,21901306,-7,0,True
S. Hill,4,10,0.4,10,2,6,0.333,0,0,0.0,0,3,3,1,1,2,0,0,1,1,24.0,2019-20,203524,Forward,MIA,20200812,21901306,-5,0,False
A. Nader,5,9,0.556,13,3,6,0.5,0,0,0.0,0,3,3,1,2,1,0,0,3,0,16.601666666666667,2019-20,1627846,Forward,OKC,20200812,21901306,0,0,False
D. Jones Jr.,2,2,1.0,4,0,0,0.0,0,0,0.0,0,2,2,1,1,1,0,0,0,0,16.551666666666666,2019-20,1627884,Forward,MIA,20200812,21901306,7,0,False
B. Adebayo,3,5,0.6,6,0,0,0.0,0,0,0.0,0,2,2,4,1,0,0,1,3,1,16.316666666666666,2019-20,1628389,Center,MIA,20200812,21901306,5,0,True
T. Ferguson,1,5,0.2,3,1,3,0.333,0,0,0.0,0,0,0,5,0,1,1,0,2,0,23.683333333333334,2019-20,1628390,Guard,OKC,20200812,21901306,8,0,False
H. Diallo,4,9,0.444,11,1,2,0.5,2,4,0.5,1,1,2,1,2,1,0,0,1,4,24.866666666666667,2019-20,1628977,Guard,OKC,20200812,21901306,11,0,False
S. Gilgeous-Alexander,6,9,0.667,18,2,3,0.667,4,4,1.0,0,1,1,1,2,0,1,1,1,3,24.53333333333333,2019-20,1628983,Guard,OKC,20200812,21901306,-23,0,True
D. Hall,0,4,0.0,0,0,3,0.0,0,0,0.0,0,1,1,1,0,1,1,0,1,0,12.4,2019-20,1628985,Guard,OKC,20200812,21901306,2,0,False
D. Robinson,6,8,0.75,19,5,7,0.714,2,2,1.0,0,2,2,3,1,0,0,0,2,3,15.65,2019-20,1629130,Forward,MIA,20200812,21901306,9,0,True
G. Vincent,1,7,0.143,3,1,5,0.2,0,0,0.0,0,0,0,1,1,3,0,1,1,1,18.1,2019-20,1629216,Guard,MIA,20200812,21901306,-13,0,False
T. Herro,9,16,0.563,30,3,6,0.5,9,9,1.0,0,6,6,2,1,1,1,1,2,7,38.31666666666667,2019-20,1629639,Guard,MIA,20200812,21901306,-8,0,False
D. Bazley,8,14,0.571,21,5,8,0.625,0,1,0.0,3,6,9,4,1,1,1,0,2,2,26.75,2019-20,1629647,Forward,OKC,20200812,21901306,20,0,False
L. Dort,0,1,0.0,2,0,1,0.0,2,2,1.0,1,0,1,0,0,0,0,0,1,1,7.55,2019-20,1629652,Guard,OKC,20200812,21901306,-6,0,True
